Id_cliente;Edad;Genero;Venta_total;N_Compras;FechaCompra;MontoCompra;MetodoPago;Tiempo;Navegador;Boletin;Vale
505129;48;1;66;2;31/08/2021;30.495;2;818;0;1;0
505130;33;1;273.9;13;19/02/2021;23.579;1;613;3;1;0
505131;28;1;73.1;4;26/08/2021;14.895;1;924;2;0;0
505132;21;0;112.2;3;16/08/2021;39.94;0;854;0;0;0
505133;39;0;35.1;3;3/02/2021;18.751;1;906;3;1;0
505134;47;1;26.5;2;6/09/2021;18.623;1;607;2;0;0
505135;39;1;375;5;24/11/2021;59.422;1;511;1;1;1
505136;63;0;69.5;1;12/11/2021;66.025;1;858;0;1;0
505137;53;0;1661.3;14;11/01/2021;115.479;2;607;0;0;0
505138;32;0;97.6;4;31/03/2021;17.713;0;950;1;0;0
505139;32;0;262.2;6;29/03/2021;41.772;2;397;0;0;0
505140;42;1;132.6;4;15/06/2021;18.625;1;696;0;0;0
505141;26;0;247.2;7;22/02/2021;36.145;1;669;0;1;0
505142;50;1;164.2;6;8/11/2021;33.598;1;720;0;0;0
505143;40;1;76;8;11/10/2021;13.616;1;807;1;0;0
505144;39;0;52.6;1;23/10/2021;49.97;1;851;0;1;1
505145;44;1;315.1;6;14/03/2021;35.676;2;875;1;0;0
505146;57;1;70.2;2;6/01/2021;46.376;1;876;2;0;0
505147;38;0;26.6;2;29/11/2021;19.85;1;749;0;0;0
505148;35;0;348.3;4;16/04/2021;105.145;1;1160;0;1;1
505149;54;1;140.4;4;28/08/2021;40.596;1;1030;0;0;0
505150;48;0;410;11;28/11/2021;49.925;1;724;0;0;1
505151;32;0;264.9;3;14/01/2021;63.846;1;715;2;0;0
505152;36;0;112.7;3;2/01/2021;35.479;2;700;1;1;0
505153;38;0;179.8;6;2/01/2021;26.041;2;805;2;1;1
505154;40;1;101.5;1;27/02/2021;57.158;1;535;4;0;0
505155;20;0;254.9;10;19/01/2021;31.067;1;638;0;0;0
505156;Mayor de edad;Masculino;388.7;7;27/10/2021;52.382;2;370;1;1;0
505157;adulto;F;49.3;2;10/08/2021;39.842;1;708;0;1;1
505158;adulto;F;136.7;Mayoreo;año 2020;92.981;Efectivo;horas;0;1;0
505159;28;0;97.3;3;20/10/2021;34.131;Tarjeta;753;0;1;0
505160;44;1;38.3;3;18/12/2021;30.656;Contra entrega;763;0;0;1
505161;34;1;42.9;1;29/03/2021;40.755;0;minutos;1;0;0
505162;38;0;174.9;4;16/04/2021;33.025;2;segundos;1;1;1
505163;21;1;141.6;10;7/11/2021;22.343;1;785;Chrome;0;0
505164;30;0;248.7;4;31/03/2021;63.718;2;940;Edge;0;0
505165;43;1;226.1;10;21/01/2021;19.972;1;815;FireFox;1;0
505166;43;1;64.9;1;2/09/2021;56.363;1;936;1;Sí;0
505167;27;0;691.3;5;20/10/2021;72.896;1;988;1;No;0
505168;38;0;153.4;5;20/12/2021;34.496;2;899;0;Sí;1
505169;62;0;127;4;5/12/2021;40.393;1;652;0;0;No
505170;36;1;56.3;3;13/02/2021;23.385;1;678;2;1;No
505171;28;1;713.9;9;9/10/2021;59.264;1;1108;1;1;No
505172;34;0;55.2;5;5/11/2021;22.779;0;837;0;1;Sí
505173;37;0;121;2;sep-21;61.615;1;813;0;1;1
505174;34;0;209.8;4;Octubre 2021;34.785;1;625;0;1;0
505175;36;1;51.9;2;Octubre 2021;28.632;1;744;1;1;1
505176;19;0;100.3;3;Año 2022;24.05;1;909;0;0;0
505177;24;0;51.6;2;15/01/2021;44.047;2;763;1;0;0
505178;34;1;243.4;9;16/06/2021;19.654;1;627;3;0;0
505179;34;0;140;3;15/03/2021;44.333;1;728;0;0;0
505180;29;1;45;1;11/02/2021;42.75;1;995;0;1;1
505181;34;0;127.1;5;15/02/2021;28.977;1;900;0;0;0
505182;37;0;400;6;12/09/2021;43.116;0;876;0;1;0
505183;47;1;117.6;6;4/07/2021;24.13;1;799;3;0;0
505184;35;0;52.8;2;17/07/2021;35.544;1;497;4;0;1
505185;41;0;822.6;18;29/09/2021;33.276;1;829;0;0;1
505186;30;1;81.7;4;20/07/2021;18.953;1;912;3;0;0
505187;43;1;67.4;2;18/08/2021;29.757;0;733;0;0;0
505188;41;1;148.1;11;1/02/2021;17.427;1;936;1;1;0
505189;46;0;29.2;1;7/11/2021;27.74;1;858;1;0;0
505190;45;0;266.7;10;13/06/2021;19.423;2;929;0;1;1
505191;43;0;94.9;4;26/02/2021;21.834;2;789;0;0;0
505192;35;1;46.3;2;24/10/2021;23.292;1;920;1;1;0
505193;39;1;76.7;2;26/09/2021;41.704;1;516;0;1;0
505194;49;1;70;3;20/01/2021;27.225;1;716;4;0;1
505195;28;1;20.6;1;12/03/2021;19.57;1;908;0;0;0
505196;28;0;96.1;3;6/01/2021;29.108;1;833;0;1;0
505197;38;1;133.2;2;9/04/2021;78.835;1;917;3;1;0
505198;41;0;19.6;1;6/02/2021;18.62;1;752;0;0;1
505199;26;0;318.5;6;17/09/2021;47.386;1;681;0;1;0
505200;35;1;121;2;10/07/2021;46.291;1;485;0;0;1
505201;35;1;120.4;1;24/12/2021;88.669;1;731;0;0;0
505202;18;0;63.6;2;1/10/2021;37.561;0;873;0;0;0
505203;33;0;66.8;2;12/08/2021;35.347;1;917;0;1;0
505204;34;1;36.4;1;5/07/2021;34.58;1;528;0;0;0
505205;34;0;166.8;4;20/01/2021;40.767;1;992;0;1;1
505206;53;1;284.6;5;26/01/2021;47.517;1;545;3;0;0
505207;21;1;75.1;3;13/08/2021;25.116;0;698;3;0;0
505208;26;0;185.9;1;2/01/2021;136.021;1;678;0;0;0
505209;18;0;282;7;16/01/2021;47.053;1;795;3;0;0
505210;30;0;222.2;7;21/03/2021;31.198;0;757;2;1;0
505211;31;1;156.4;7;19/11/2021;30.079;1;842;3;1;0
505212;30;0;134.9;4;17/06/2021;35.13;2;1092;1;0;0
505213;49;1;36.1;1;16/09/2021;34.295;1;852;0;0;0
505214;46;0;231.6;4;31/05/2021;53.609;1;676;0;0;1
505215;37;1;556.6;16;5/03/2021;38.51;1;803;3;1;0
505216;32;0;94.4;1;16/05/2021;79.024;1;1130;0;1;1
505217;48;0;43.9;3;3/02/2021;22.55;0;838;3;1;0
505218;36;1;199.9;5;9/10/2021;34.935;2;930;1;0;0
505219;26;1;27.8;1;8/03/2021;26.41;2;493;0;1;1
505220;18;0;51.6;2;18/05/2021;26.719;1;850;0;0;0
505221;31;0;286.4;8;24/12/2021;26.798;1;672;3;1;0
505222;45;1;345.6;7;5/08/2021;51.042;1;658;0;0;0
505223;63;0;155.6;4;17/06/2021;31.399;1;756;1;0;1
505224;37;0;152.1;3;18/07/2021;65.468;1;730;4;0;0
505225;27;0;439.7;6;14/10/2021;78.266;1;668;0;1;1
505226;22;0;222.3;6;3/04/2021;45.789;1;814;0;0;0
505227;43;1;150.3;5;21/08/2021;20.907;2;749;0;1;0
505228;18;1;199.6;4;15/11/2021;62.102;1;866;2;1;0
505229;43;1;67.2;3;28/07/2021;28.804;1;821;0;1;0
505230;46;1;42.3;1;12/06/2021;30.987;1;848;0;0;0
505231;41;0;128;4;22/02/2021;44.109;2;956;0;0;0
505232;33;1;76.7;4;1/04/2021;23.759;1;880;0;1;0
505233;43;0;629;9;12/12/2021;61.294;1;779;0;1;0
505234;38;0;59.4;1;17/07/2021;56.43;0;404;0;1;1
505235;27;1;434.9;4;20/04/2021;130.505;1;832;2;0;0
505236;58;0;358.2;9;2/06/2021;41.239;2;616;0;1;0
505237;32;0;501.9;10;30/07/2021;32.299;1;724;2;0;0
505238;45;0;89.5;1;16/07/2021;85.025;1;787;3;1;0
505239;18;1;174.7;12;13/09/2021;14.65;1;1000;1;0;0
505240;51;0;300.9;8;4/04/2021;40.741;1;1092;1;0;0
505241;54;1;735.4;17;25/08/2021;33.906;1;614;0;1;0
505242;36;1;66.4;1;11/06/2021;62.12;2;523;1;0;0
505243;43;1;1247;10;10/12/2021;169.659;0;839;0;1;1
505244;43;0;330.4;14;27/02/2021;25.832;1;824;0;0;0
505245;28;1;301.4;6;24/02/2021;60.07;1;544;1;1;0
505246;43;0;289.7;4;18/06/2021;65.491;2;777;0;0;0
505247;26;1;299;4;5/07/2021;63.24;0;888;0;0;0
505248;29;1;571.3;13;10/09/2021;39.849;1;539;1;0;0
505249;50;0;51.2;1;28/05/2021;48.64;2;601;0;1;0
505250;48;1;45;2;30/11/2021;26.526;1;664;0;1;1
505251;28;0;79.9;1;23/06/2021;75.905;0;742;0;0;0
505252;27;0;64.2;4;17/02/2021;21.537;0;905;0;0;0
505253;28;0;36;2;13/02/2021;22.615;2;721;0;0;0
505254;45;1;441.2;9;22/12/2021;31.74;2;790;0;1;0
505255;24;1;138;4;18/02/2021;31.008;1;1184;0;1;1
505256;40;1;159;5;12/12/2021;43.412;2;588;1;1;0
505257;45;0;73;2;12/04/2021;31.275;0;592;4;0;0
505258;35;1;193.8;7;4/02/2021;24.145;0;882;1;0;0
505259;48;1;88.8;5;22/04/2021;21.772;1;958;0;0;0
505260;32;1;68.3;1;13/08/2021;60.934;2;835;1;1;0
505261;33;0;76;2;6/06/2021;43.053;0;1046;3;0;0
505262;24;0;47.6;4;14/10/2021;18.904;1;777;3;0;0
505263;48;1;85.2;2;12/08/2021;48.047;0;424;0;1;0
505264;27;0;137.7;6;27/05/2021;30.305;1;797;0;1;0
505265;40;0;44;3;20/08/2021;17.207;1;677;0;0;0
505266;35;1;88.6;4;21/12/2021;19.626;1;989;2;0;0
505267;23;0;124.9;2;31/05/2021;55.295;0;954;0;1;0
505268;29;0;750.1;11;26/02/2021;62.348;1;434;3;1;0
505269;53;0;159.5;3;30/05/2021;49.479;0;1023;0;0;0
505270;38;1;98;5;3/11/2021;25.672;2;929;1;0;0
505271;24;1;72.1;2;21/03/2021;44.12;1;722;0;0;0
505272;40;0;232.9;4;13/12/2021;43.673;1;766;0;1;0
505273;34;0;17.7;1;3/08/2021;11.361;1;1031;0;0;0
505274;77;1;51.1;1;8/08/2021;47.799;0;405;1;0;0
505275;39;0;82.2;2;26/04/2021;38.17;1;860;0;0;0
505276;31;1;896.6;5;2/12/2021;114.965;1;977;0;1;1
505277;53;1;565.6;7;14/01/2021;89.993;1;744;1;0;0
505278;18;0;194.5;6;20/04/2021;31.134;0;837;3;0;0
505279;37;0;567.7;16;2/06/2021;41.91;1;759;2;0;0
505280;60;0;72;3;24/06/2021;43.874;2;619;1;1;1
505281;35;1;171;7;23/06/2021;28.364;1;634;0;1;0
505282;18;0;249.1;13;23/02/2021;17.464;0;848;3;1;0
505283;31;1;52.3;3;24/03/2021;25.906;1;666;0;0;0
505284;53;1;32.3;1;4/02/2021;28.501;2;446;3;0;0
505285;41;1;84.9;2;28/07/2021;58.723;2;762;2;0;0
505286;26;1;263.7;8;9/05/2021;38.522;1;688;0;1;0
505287;28;0;206.5;8;26/07/2021;27.142;1;564;0;1;0
505288;29;1;26.8;1;4/08/2021;25.46;1;773;1;0;0
505289;40;1;87.6;2;14/09/2021;43.529;2;898;1;1;0
505290;52;0;62;2;19/07/2021;31.934;1;764;1;0;0
505291;49;0;95.8;4;25/08/2021;25.853;1;518;4;1;1
505292;41;0;232.7;7;3/08/2021;23.034;1;867;0;0;0
505293;20;0;119.7;2;27/08/2021;73.508;0;966;0;0;0
505294;20;1;108.1;3;14/08/2021;32.034;1;1158;1;0;0
505295;42;0;285.6;6;26/04/2021;57.449;1;1040;0;0;0
505296;20;1;46.1;3;31/03/2021;15.325;1;579;1;0;0
505297;33;1;73.5;1;15/10/2021;57.806;0;874;3;1;0
505298;40;0;1017.7;16;6/05/2021;49.681;1;826;0;1;0
505299;22;1;51.1;1;20/07/2021;48.545;2;533;2;0;0
505300;24;0;62.9;3;13/03/2021;16.709;2;791;2;0;0
505301;35;0;152.5;4;7/06/2021;35.508;1;1125;0;1;0
505302;42;0;73.4;3;13/07/2021;23.734;1;955;2;1;0
505303;49;0;178.8;8;17/08/2021;20.86;1;558;2;0;0
505304;43;0;29.9;2;12/07/2021;15.017;2;782;0;1;0
505305;37;0;69.4;4;12/05/2021;21.558;1;869;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505306;27;0;60.4;3;18/12/2021;20.86;1;469;0;1;0
505327;51;0;78.3;1;12/02/2021;54.031;2;873;3;0;0
505328;26;1;162.3;4;21/01/2021;51.478;1;1029;0;1;1
505329;39;1;121.2;3;27/01/2021;35.787;2;999;0;1;0
505330;18;1;124.9;3;14/11/2021;61.983;0;792;1;0;1
505331;18;0;72.1;5;4/11/2021;21.837;2;1005;0;1;0
505332;40;0;26.9;1;27/10/2021;22.776;0;686;0;1;0
505333;26;1;308.8;6;21/01/2021;43.753;0;1227;0;0;0
505334;18;1;60.6;2;29/01/2021;24.501;2;823;0;1;0
505335;42;0;554;10;13/04/2021;50.658;1;986;0;1;0
505336;61;0;341.5;6;26/07/2021;45.324;2;715;0;1;1
505337;53;0;97.7;1;2/05/2021;89.691;2;830;2;1;0
505338;33;1;106.9;6;27/06/2021;22.438;0;878;0;0;0
505339;36;1;485.5;5;5/03/2021;53.234;2;613;0;0;0
505340;47;0;93.7;4;24/09/2021;28.848;1;607;0;0;0
505341;49;1;49.3;1;25/04/2021;39.897;1;683;3;1;0
505342;32;1;385.1;7;25/01/2021;48.574;2;979;0;0;0
505343;36;1;436.2;8;29/09/2021;41.825;1;450;0;1;0
505344;40;0;138;3;26/11/2021;52.693;2;695;1;1;1
505345;43;0;187.7;4;6/01/2021;43.152;2;996;1;0;0
505346;34;1;52.7;2;9/06/2021;30.801;1;518;2;0;0
505347;35;1;297.6;5;29/10/2021;51.487;1;1006;0;0;0
505348;53;1;197;5;15/09/2021;54.314;1;577;0;0;0
505349;51;1;127.9;3;9/11/2021;31.046;0;615;0;0;0
505350;42;0;90.4;2;1/06/2021;25.114;1;734;1;1;0
505351;57;0;107.5;2;16/05/2021;40.819;0;1117;0;1;0
505352;31;0;96.3;4;16/09/2021;43.386;1;665;0;1;1
505353;55;1;61.4;4;26/02/2021;17.532;0;468;0;0;0
505354;43;0;144.4;3;29/03/2021;37.664;0;468;3;0;0
505355;75;1;38;2;8/08/2021;25.139;2;948;0;1;0
505356;22;1;189.5;18;1/09/2021;16.402;2;536;0;1;1
505357;28;1;264.4;6;13/02/2021;48.173;1;934;3;1;1
505358;41;1;128.8;7;5/07/2021;20.73;2;773;1;0;0
505359;41;1;223.3;4;14/05/2021;63.795;1;754;1;1;0
505360;59;0;736.9;19;3/07/2021;61.829;1;814;1;1;1
505361;28;1;125.5;2;16/12/2021;46.106;1;636;0;0;1
505362;47;0;103.5;2;28/01/2021;66.094;0;765;2;0;0
505363;50;0;199.9;4;30/12/2021;55.65;1;565;0;0;0
505364;44;1;25.2;1;14/06/2021;22.716;1;963;3;1;0
505365;24;1;56.8;1;9/10/2021;53.96;1;595;0;0;0
505366;53;1;167.8;7;4/06/2021;27.028;1;839;1;0;0
505367;51;0;275.8;4;24/04/2021;54.528;1;594;0;0;0
505368;43;0;31.8;1;9/10/2021;28.977;1;684;0;0;0
505369;38;1;107.6;5;8/09/2021;19.845;2;713;0;1;0
505370;39;1;336.6;9;22/02/2021;41.56;1;1277;2;0;0
505371;35;0;40.6;2;15/09/2021;28.18;1;777;0;0;0
505372;44;1;540.2;7;2/10/2021;62.483;1;572;3;1;1
505373;36;1;473.1;9;22/05/2021;63.009;2;700;0;1;0
505374;26;1;61.2;5;4/12/2021;18.812;1;489;1;0;1
505375;23;0;162.8;5;22/08/2021;35.693;0;731;1;0;0
505376;27;1;49.1;1;2/05/2021;46.645;1;1113;0;0;0
505377;39;0;40.4;1;4/01/2021;37.769;1;820;1;0;0
505378;36;0;68.1;2;4/09/2021;38.124;0;923;1;1;0
505379;39;0;320.9;8;18/03/2021;40.313;1;596;1;1;0
505380;42;1;213.5;17;4/10/2021;17.363;1;723;1;0;0
505381;28;1;101.5;1;11/07/2021;84.783;1;797;1;0;1
505382;54;0;105.1;3;20/06/2021;48.541;1;649;0;0;0
505383;33;0;245.5;8;1/03/2021;26.121;2;852;0;1;0
505384;31;0;77.8;3;17/09/2021;24.986;1;891;0;0;0
505385;42;0;298.3;3;2/03/2021;52.725;1;858;1;0;0
505386;18;1;37.3;1;2/06/2021;35.435;0;693;3;0;0
505387;27;0;121.9;4;2/11/2021;48.762;1;976;0;1;1
505388;48;0;202.1;6;2/12/2021;46.262;1;734;0;1;0
505389;18;1;68;2;28/12/2021;36.837;1;717;0;0;0
505390;49;0;44.4;5;16/12/2021;18.629;1;1019;1;1;1
505391;54;1;45.8;2;22/07/2021;35.061;2;561;1;1;1
505392;32;1;56.3;1;15/03/2021;53.485;1;453;1;0;1
505393;40;1;327.7;4;3/11/2021;47.714;2;604;1;1;0
505394;49;1;139.1;5;20/10/2021;28.543;1;810;2;0;0
505395;30;0;105.7;4;28/12/2021;34.443;1;1011;0;1;0
505396;46;1;247.9;3;26/08/2021;70.92;1;661;0;1;1
505397;28;1;287.6;3;21/02/2021;76.444;1;1107;0;0;1
505398;30;0;41.2;1;3/07/2021;39.14;1;725;3;0;0
505399;26;1;119.6;2;13/06/2021;51.166;0;719;2;0;0
505400;40;1;512.3;9;4/11/2021;41.072;2;627;0;1;0
505401;50;1;282.4;5;24/05/2021;58.15;1;1131;0;1;1
505402;34;1;88;3;30/04/2021;34.846;2;753;0;0;0
505403;21;0;64.7;3;30/01/2021;24.598;1;480;3;0;0
505404;23;1;118.2;2;1/11/2021;80.47;2;1222;0;0;0
505405;41;1;82.2;1;3/10/2021;78.09;1;831;1;1;0
505406;58;1;341.2;8;16/01/2021;36.505;1;924;0;0;0
505407;41;0;80.7;2;8/06/2021;42.67;2;1063;1;1;0
505408;31;1;110.7;4;25/06/2021;44.056;2;871;1;0;1
505409;45;1;120.6;3;21/06/2021;36.926;1;955;0;0;0
505410;33;0;47.2;1;2/12/2021;35.822;0;750;2;0;0
505411;31;1;170.3;3;24/02/2021;59.359;1;912;0;0;0
505412;24;1;62.3;3;22/04/2021;21.212;1;734;2;0;0
505413;53;1;158.3;4;8/03/2021;27.396;1;776;0;1;0
505414;18;1;415.6;6;31/03/2021;51.639;1;782;1;0;0
505415;46;0;45;1;28/11/2021;39.213;1;709;0;0;0
505416;30;1;191.8;2;10/12/2021;72.906;0;851;1;1;1
505417;31;1;345.4;7;17/01/2021;36.789;1;870;0;0;0
505418;56;0;134.4;3;19/08/2021;51.091;1;907;1;1;1
505419;27;0;71.6;2;26/03/2021;32.489;1;895;0;1;0
505420;28;0;496.4;7;12/03/2021;75.041;2;1140;0;1;1
505421;34;1;254.4;3;17/04/2021;51.691;1;929;2;1;0
505422;41;0;47.8;2;12/03/2021;21.458;1;743;0;0;0
505423;31;1;670.3;13;28/06/2021;47.179;1;862;0;0;0
505424;18;1;527.6;6;30/12/2021;55.072;0;1014;1;0;0
505425;26;1;146.7;4;3/08/2021;35.119;1;609;0;0;0
505426;51;0;237.9;5;21/09/2021;57.575;0;1103;2;0;1
505427;37;1;156.9;4;30/06/2021;71.99;1;641;0;0;1
505428;41;0;505.7;17;6/01/2021;33.111;2;882;3;1;0
505429;33;1;339.2;8;31/01/2021;40.406;0;721;3;1;0
505430;28;0;184.1;5;9/04/2021;28.791;1;771;0;0;0
505431;56;1;147.3;3;30/03/2021;53.831;1;545;0;1;1
505432;34;0;38.4;2;3/11/2021;23.85;1;923;1;1;0
505433;31;0;164.6;3;4/11/2021;53.888;1;508;2;0;1
505434;49;1;75.4;1;8/11/2021;71.63;1;520;0;1;0
505435;27;1;66.6;2;21/08/2021;24.067;0;989;0;1;0
505436;29;1;294.7;3;23/07/2021;77.885;2;1102;0;1;1
505437;36;1;135;6;25/08/2021;34.87;0;620;2;1;0
505438;36;0;44.7;2;29/05/2021;27.618;1;941;1;0;0
505439;39;0;188.8;5;2/09/2021;38.919;2;923;0;1;1
505440;61;1;1048.9;17;17/10/2021;44.76;1;764;0;1;1
505441;40;1;117.4;4;6/10/2021;29.725;0;980;2;1;0
505442;18;1;368.9;6;13/08/2021;55.761;2;691;3;0;0
505443;40;0;204.8;6;22/01/2021;32.036;0;873;0;1;0
505444;36;1;652.4;23;22/09/2021;41.812;1;554;0;1;0
505445;37;0;432;5;14/05/2021;94.062;0;562;0;1;0
505446;39;1;198.2;7;29/09/2021;34.226;1;970;1;0;0
505447;36;1;30.9;1;16/07/2021;29.121;1;879;0;0;0
505448;35;1;32.3;1;18/11/2021;30.549;2;754;0;0;0
505449;43;0;118.3;2;4/05/2021;58.652;1;1083;2;1;0
505450;29;0;171.2;5;6/12/2021;34.697;2;1122;0;0;0
505451;25;0;42.4;1;5/11/2021;40.28;1;859;0;1;0
505452;72;0;298;8;1/05/2021;31.059;1;518;0;1;1
505453;27;0;104.4;3;26/06/2021;31.593;1;760;0;0;0
505454;37;1;995.3;19;13/07/2021;55.683;1;630;0;1;0
505455;18;0;337.9;16;8/10/2021;20.298;2;796;0;0;1
505456;37;0;59.4;4;9/09/2021;18.964;1;611;0;0;1
505457;25;1;87.8;4;7/11/2021;28.737;1;565;0;0;0
505458;31;0;495.5;13;16/05/2021;29.142;2;313;3;1;0
505459;49;0;296.9;11;4/07/2021;31.813;1;750;3;1;0
505460;42;1;150.2;6;7/06/2021;32.229;1;366;0;0;0
505461;43;0;107.7;2;28/11/2021;36.819;1;702;1;1;0
505462;18;0;105.8;3;22/04/2021;28.317;1;905;0;0;0
505463;58;1;127.6;2;3/08/2021;66.8;0;610;2;0;0
505464;22;0;62.9;1;13/02/2021;54.342;0;525;3;1;1
505465;54;0;300.5;9;7/11/2021;41.521;0;748;1;1;1
505466;48;0;192.1;3;21/05/2021;56.765;1;611;1;1;0
505467;43;0;56.7;5;5/05/2021;11.192;2;813;0;1;0
505468;26;1;304.9;8;1/08/2021;41.736;1;594;0;0;0
505469;38;0;168.9;3;2/07/2021;52.77;1;761;0;0;0
505470;30;0;44.1;2;6/11/2021;31.477;2;718;0;0;1
505471;36;0;49.4;1;13/07/2021;46.456;1;758;1;1;0
505472;33;1;80.8;5;8/07/2021;26.97;1;1074;0;1;0
505473;18;0;146;4;8/02/2021;39.608;1;816;0;0;0
505474;49;1;200.6;9;9/01/2021;20.92;2;851;1;0;0
505475;35;0;220.6;6;26/05/2021;52.739;0;628;2;0;0
505476;30;1;362.5;9;31/12/2021;36.619;2;800;1;1;0
505477;29;0;114.9;5;1/12/2021;39.797;1;731;0;0;0
505478;40;0;308.2;10;18/08/2021;40.44;1;745;2;1;1
505479;25;1;60.6;1;19/08/2021;57.57;0;897;0;0;0
505480;18;0;154.8;4;23/05/2021;38.909;1;670;1;1;0
505481;41;1;290.4;5;6/03/2021;54.795;1;708;0;0;0
505482;42;1;37.1;2;4/01/2021;28.07;2;692;0;0;0
505483;34;1;48.2;1;4/05/2021;45.79;1;619;4;0;0
505484;22;0;327.7;4;26/04/2021;69.122;2;811;0;0;0
505485;37;1;530.7;8;11/03/2021;74.183;1;714;0;1;0
505486;18;0;60.8;6;5/04/2021;10.762;2;1050;0;1;0
505487;24;1;295.8;11;10/01/2021;38.555;0;1192;4;0;0
505488;27;1;179.3;8;10/08/2021;18.067;2;638;2;0;0
505489;46;1;37.2;1;5/12/2021;35.34;2;833;0;0;1
505490;32;1;588.8;15;10/09/2021;33.112;1;947;1;1;1
505491;31;1;894.7;11;13/06/2021;46.991;1;732;0;0;0
505492;59;1;37.5;1;3/06/2021;35.345;2;581;1;0;0
505493;40;0;126.9;6;23/04/2021;25.66;0;1093;0;0;0
505494;40;1;260.2;6;21/02/2021;45.452;1;904;0;1;0
505495;32;0;352.1;12;7/08/2021;22.888;2;817;1;0;0
505496;29;0;312.2;16;26/07/2021;24.518;1;981;3;1;0
505497;18;1;439;25;3/01/2021;32.279;0;919;0;1;1
505498;48;0;267.8;6;1/06/2021;33.668;1;771;0;0;0
505499;41;1;302.1;8;12/04/2021;37.58;1;544;3;0;0
505500;34;0;40.8;1;4/03/2021;38.76;2;691;0;0;0
505501;34;0;143.8;5;14/09/2021;32.165;1;997;0;1;1
505502;45;1;66.7;2;11/07/2021;40.991;2;903;0;0;0
505503;18;0;67;2;20/08/2021;35.195;1;746;0;0;0
505504;29;1;152.7;4;18/09/2021;35.805;1;1098;0;0;0
505505;22;1;20.8;1;25/12/2021;19.76;1;752;0;1;1
505506;57;1;316.5;7;21/10/2021;44.931;0;958;0;1;0
505507;47;0;50.6;1;15/08/2021;47.579;0;820;0;0;0
505508;18;1;357.4;8;17/11/2021;52.335;1;1088;2;1;1
505509;18;0;253.9;7;24/06/2021;35.915;2;916;0;0;0
505510;34;0;180.1;3;26/12/2021;58.211;1;768;1;0;0
505511;30;0;235.6;6;5/10/2021;43.852;1;748;0;0;0
505512;20;0;135.8;3;26/08/2021;27.805;1;777;0;1;0
505513;59;0;125.9;4;26/11/2021;35.299;1;649;0;1;0
505514;40;0;91;3;8/07/2021;27.232;2;534;0;0;0
505515;42;0;40.9;2;21/09/2021;23.022;1;816;1;0;0
505516;28;1;432.7;8;14/04/2021;48.234;1;684;0;0;0
505517;45;0;33.9;1;18/12/2021;32.205;1;663;1;0;0
505518;31;0;406.3;6;16/08/2021;46.582;1;704;3;0;0
505519;33;0;352.9;4;13/10/2021;81.415;1;789;0;0;0
505520;43;0;150.1;3;18/06/2021;62.855;0;721;3;0;1
505521;18;1;97.6;5;13/11/2021;21.666;0;1093;0;0;0
505522;55;1;69.8;3;28/01/2021;28.102;1;899;0;0;0
505523;38;1;82.9;2;11/02/2021;45.482;2;1159;0;0;0
505524;51;1;212.4;5;5/07/2021;42.856;1;661;2;0;0
505525;23;0;282;5;25/09/2021;65.138;0;901;1;0;0
505526;25;1;107.2;3;23/10/2021;29.833;1;641;4;1;0
505527;22;0;35.2;1;10/06/2021;22.373;1;659;1;0;1
505528;39;0;24.7;1;26/08/2021;23.161;2;1166;0;0;0
505529;37;0;66.5;2;21/07/2021;58.247;1;582;3;0;0
505530;30;0;140.7;4;17/12/2021;43.944;1;318;3;0;1
505531;24;1;1277.9;25;27/08/2021;56.235;1;613;2;1;1
505532;21;0;105.8;3;2/06/2021;29.285;1;399;1;0;0
505533;35;0;26.4;1;20/12/2021;24.81;0;569;2;0;0
505534;30;0;56.8;1;9/02/2021;53.96;1;625;0;0;1
505535;28;1;156.4;10;26/12/2021;18.774;1;726;3;0;0
505536;55;1;261;8;26/02/2021;45.159;0;341;4;1;0
505537;35;1;142.6;3;16/04/2021;74.485;1;975;1;1;0
